WorkOrderId,ProjectId,Status,Severity,SystemArea,HoursOpen,OpenedDate
1141,555,Closed,Critical,Avionics,109,2026-03-09
1142,1163,Open,Critical,Comms,55,2025-07-27
1143,544,In Progress,Critical,Comms,81,2026-03-29
1144,527,In Progress,High,Power,60,2026-05-17
1145,446,Closed,Critical,Comms,33,2025-11-23
1146,962,Blocked,Critical,Avionics,57,2025-12-23
1147,8,Closed,High,Power,62,2025-12-08
1148,959,Open,Critical,Hull,12,2025-07-10
1149,292,In Progress,Critical,Software,40,2026-04-19
1150,318,Open,Critical,Software,18,2025-07-27
1151,1050,Closed,Medium,Comms,93,2026-01-27
1152,146,Blocked,Critical,Avionics,57,2025-07-15
1153,55,Blocked,Low,Hydraulics,111,2026-04-01
1154,1010,Closed,Low,Avionics,43,2026-05-26
1155,793,Open,Critical,Hydraulics,10,2026-06-14
1156,823,Blocked,Critical,Hull,112,2025-09-08
1157,1183,Open,High,Hydraulics,60,2025-08-21
1158,1194,Open,Medium,Hydraulics,98,2025-08-10
1159,538,Blocked,Medium,Hydraulics,48,2025-08-11
1160,554,Closed,Low,Avionics,11,2025-07-27
1161,1182,Blocked,Low,Software,3,2025-11-03
1162,1070,Open,Critical,Comms,16,2026-03-26
1163,966,Closed,Low,Hull,112,2026-05-15
1164,211,In Progress,High,Avionics,62,2026-05-17
1165,958,Open,Low,Hull,106,2026-05-24
1166,585,Blocked,Low,Hydraulics,29,2025-12-19
1167,870,Closed,High,Software,49,2025-11-04
1168,928,Blocked,Medium,Hull,11,2025-11-21
1169,110,Open,High,Avionics,5,2025-08-09
1170,1169,Open,Low,Comms,61,2025-07-09
1171,105,Closed,Low,Software,95,2026-05-02
1172,742,In Progress,Low,Avionics,48,2025-06-24
1173,99,Blocked,Medium,Comms,37,2026-03-29
1174,1158,In Progress,Critical,Comms,98,2026-04-09
1175,471,Open,Medium,Avionics,2,2025-09-17
1176,353,Blocked,Critical,Software,102,2025-10-05
1177,970,Closed,High,Comms,89,2026-04-10
1178,684,Closed,Medium,Power,77,2025-11-06
1179,925,Blocked,High,Hydraulics,45,2025-10-14
1180,310,Blocked,Critical,Comms,84,2026-06-06
1181,340,Blocked,Low,Avionics,52,2026-03-01
1182,583,Blocked,Low,Comms,28,2026-05-20
1183,903,Open,High,Comms,109,2025-08-13
1184,751,In Progress,Low,Hydraulics,59,2026-03-05
1185,471,Closed,Critical,Hull,95,2026-04-21
1186,1175,Closed,Critical,Software,15,2026-02-14
1187,772,Blocked,Low,Power,64,2026-04-02
1188,182,Blocked,Critical,Software,85,2026-05-17
1189,96,Blocked,High,Software,93,2026-04-17
1190,801,Blocked,Low,Power,76,2025-09-21
1191,72,In Progress,Low,Power,65,2025-12-25
1192,821,Blocked,Medium,Comms,6,2025-10-15
1193,729,Blocked,Critical,Power,43,2025-12-04
1194,55,In Progress,Critical,Hydraulics,34,2025-10-21
1195,766,Blocked,Medium,Hydraulics,57,2026-04-18
1196,224,Open,Low,Avionics,89,2025-10-14
1197,117,Open,High,Software,33,2026-06-10
1198,841,Blocked,Critical,Software,29,2025-08-18
1199,340,In Progress,Low,Power,106,2025-08-07
1200,1182,Open,Critical,Software,86,2025-09-16
1201,430,Closed,Low,Comms,89,2026-03-24
1202,407,Open,High,Avionics,114,2025-11-16
1203,320,Closed,Medium,Power,20,2025-09-14
1204,709,In Progress,Critical,Avionics,43,2025-10-31
1205,680,In Progress,High,Software,67,2025-09-07
1206,992,In Progress,Low,Avionics,110,2026-02-12
1207,578,Blocked,Critical,Software,94,2026-02-01
1208,1106,Closed,High,Power,50,2025-09-29
1209,11,In Progress,High,Software,32,2025-11-25
1210,934,Closed,Low,Comms,71,2026-05-27
1211,517,In Progress,Critical,Avionics,34,2026-04-21
1212,881,Closed,Low,Hydraulics,64,2026-06-03
1213,689,Blocked,Low,Power,103,2025-08-12
1214,296,Closed,Medium,Hull,111,2025-08-12
1215,877,Closed,Critical,Hull,43,2025-11-10
1216,601,Blocked,High,Software,34,2026-02-23
1217,926,Open,High,Hydraulics,36,2026-01-27
1218,9,In Progress,Low,Comms,120,2026-02-04
1219,1191,Closed,Medium,Avionics,89,2025-06-22
1220,673,In Progress,Critical,Comms,59,2025-07-25
1221,682,In Progress,Low,Power,49,2025-12-25
1222,511,Open,Low,Hydraulics,108,2025-11-28
1223,571,Blocked,High,Hull,78,2026-04-16
1224,497,Blocked,Critical,Hull,16,2026-03-30
1225,144,Closed,High,Software,103,2025-12-02
1226,824,In Progress,Medium,Comms,118,2025-10-07
1227,492,Closed,Low,Avionics,85,2026-05-05
1228,858,Blocked,High,Software,4,2025-08-20
1229,648,Open,Medium,Hull,5,2026-03-16
1230,269,Closed,Medium,Comms,119,2026-01-05
1231,614,In Progress,Medium,Avionics,28,2025-12-16
1232,902,Closed,Medium,Avionics,69,2025-08-27
1233,848,Blocked,Medium,Power,59,2025-07-09
1234,722,In Progress,Critical,Avionics,103,2026-05-19
1235,216,Open,Medium,Hydraulics,70,2026-05-10
1236,30,In Progress,Critical,Software,116,2026-01-26
1237,1000,Closed,Low,Hull,10,2025-09-09
1238,654,Blocked,High,Software,111,2026-02-26
1239,1046,Closed,High,Hull,30,2026-05-16
1240,725,Blocked,Critical,Comms,107,2025-11-16
1241,608,Open,Low,Hydraulics,81,2026-04-29
1242,1129,Blocked,Medium,Hydraulics,10,2026-03-20
1243,351,Closed,Critical,Software,6,2025-11-23
1244,648,Closed,High,Software,119,2026-01-10
1245,1078,In Progress,High,Software,65,2025-06-28
1246,321,Closed,High,Avionics,43,2025-08-13
1247,316,In Progress,Low,Avionics,86,2026-04-02
1248,452,Closed,Medium,Avionics,102,2026-01-25
1249,344,In Progress,Medium,Avionics,27,2025-11-22
1250,886,Closed,Critical,Power,17,2026-02-09
1251,907,Closed,Critical,Hydraulics,55,2026-04-21
1252,1110,In Progress,High,Hull,19,2026-01-21
1253,1084,Closed,Critical,Avionics,93,2026-05-14
1254,499,Open,Medium,Software,117,2026-02-04
1255,990,In Progress,Critical,Power,57,2025-09-18
1256,164,Closed,Low,Hydraulics,86,2026-03-04
1257,1100,In Progress,Medium,Power,82,2025-07-31
1258,711,Closed,High,Hydraulics,44,2025-11-15
1259,871,In Progress,Medium,Comms,17,2026-04-12
1260,928,Open,Critical,Avionics,33,2026-01-20
1261,678,Blocked,Medium,Software,46,2026-04-28
1262,1197,In Progress,Critical,Avionics,17,2026-06-12
1263,947,In Progress,Medium,Hydraulics,71,2026-06-06
1264,706,Open,Critical,Power,91,2026-02-04
1265,335,Open,High,Comms,20,2026-04-22
1266,679,Blocked,High,Power,117,2026-03-11
1267,841,Closed,Medium,Hull,84,2026-05-14
1268,80,Open,High,Avionics,54,2025-10-20
1269,977,Blocked,Low,Software,54,2025-12-02
1270,585,Closed,Critical,Hydraulics,68,2026-05-28
1271,801,Closed,High,Software,2,2025-09-14
1272,609,Blocked,High,Comms,86,2026-04-10
1273,884,In Progress,Critical,Hydraulics,24,2026-02-03
1274,366,In Progress,Low,Power,70,2025-07-27
1275,677,Closed,High,Comms,57,2025-08-28
1276,60,Closed,Low,Hydraulics,31,2025-08-17
1277,537,Blocked,High,Hydraulics,54,2025-12-17
1278,563,Closed,Low,Hull,4,2026-01-15
1279,1137,In Progress,High,Avionics,11,2026-02-03
1280,264,In Progress,Low,Hydraulics,74,2025-08-19
1281,1048,Open,Low,Hydraulics,93,2026-05-14
1282,1034,Open,Critical,Hull,19,2025-12-03
1283,1115,In Progress,Medium,Power,55,2025-09-03
1284,1126,Blocked,Low,Software,100,2026-05-25
1285,156,Open,Low,Avionics,47,2026-03-27
1286,448,Closed,Medium,Power,108,2026-04-07
1287,405,Closed,High,Hull,3,2026-03-24
1288,265,Closed,Critical,Hydraulics,66,2025-11-19
1289,944,Blocked,Low,Hull,47,2025-10-11
1290,884,Closed,High,Comms,118,2026-03-20
1291,1191,Blocked,High,Hull,44,2025-12-29
1292,1164,Blocked,High,Power,4,2025-09-30
1293,702,In Progress,High,Comms,81,2025-12-16
1294,793,Open,Medium,Hull,15,2025-10-06
1295,616,Blocked,High,Avionics,72,2026-01-19
1296,460,In Progress,High,Comms,41,2026-04-04
1297,269,In Progress,High,Avionics,59,2026-06-09
1298,1085,Open,Medium,Hull,84,2026-02-23
1299,642,Open,Low,Software,81,2025-10-20
1300,379,Blocked,Low,Power,63,2025-09-25
1301,605,Blocked,High,Hydraulics,8,2025-07-08
1302,419,In Progress,Low,Hull,81,2026-05-08
1303,790,Closed,High,Hydraulics,4,2025-06-27
1304,1051,Blocked,Medium,Avionics,25,2025-06-27
1305,743,In Progress,Medium,Comms,120,2026-02-06
1306,188,Blocked,Medium,Power,2,2026-04-23
1307,355,Closed,Medium,Hydraulics,38,2025-09-10
1308,46,Open,High,Hydraulics,103,2025-11-15
1309,182,Blocked,Low,Comms,107,2026-03-20
1310,338,Closed,High,Software,41,2026-05-08
1311,1194,Open,Low,Power,119,2026-01-08
1312,980,Open,High,Hydraulics,103,2025-10-26
1313,485,Blocked,Medium,Power,53,2026-05-17
1314,17,Open,Low,Avionics,27,2026-01-05
1315,620,Blocked,Medium,Software,91,2026-01-04
1316,752,Open,Critical,Hydraulics,28,2026-06-10
1317,886,Closed,Medium,Hull,70,2025-09-03
1318,852,In Progress,Low,Hull,31,2026-06-09
1319,595,Open,Medium,Avionics,20,2025-10-06
1320,54,Open,Medium,Comms,91,2026-06-01
1321,418,In Progress,Low,Avionics,12,2026-03-07
1322,594,Open,High,Hydraulics,80,2025-09-04
1323,1077,Open,Low,Software,49,2025-11-05
1324,845,Blocked,High,Hydraulics,25,2025-12-21
1325,240,Open,Low,Software,20,2025-08-15
1326,144,In Progress,Medium,Power,51,2025-08-04
1327,1151,Open,Medium,Hull,20,2026-03-21
1328,479,Closed,Critical,Hull,7,2026-01-21
1329,616,Closed,Low,Avionics,2,2026-03-12
1330,446,Open,Low,Software,102,2025-11-15
1331,982,Open,High,Power,105,2025-10-28
1332,62,In Progress,Low,Comms,27,2025-12-10
1333,326,In Progress,Low,Power,103,2025-10-29
1334,540,Closed,High,Avionics,64,2026-01-23
1335,157,Closed,High,Hull,45,2026-02-03
1336,119,Closed,Critical,Power,97,2026-02-14
1337,315,Closed,High,Hydraulics,29,2026-06-07
1338,155,In Progress,Critical,Avionics,51,2026-06-08
1339,54,Closed,Medium,Comms,65,2026-04-20
1340,158,Open,Low,Power,99,2026-01-27
1341,901,In Progress,Low,Software,79,2025-06-17
1342,777,Open,Medium,Hull,52,2025-08-29
1343,946,Open,Low,Power,77,2026-04-08
1344,576,Closed,Critical,Hull,88,2025-12-04
1345,503,In Progress,Medium,Hydraulics,89,2025-11-08
1346,945,Open,Low,Hull,14,2026-04-02
1347,652,Open,Low,Software,64,2025-07-15
1348,135,Open,High,Software,54,2025-10-28
1349,406,In Progress,Medium,Hydraulics,39,2025-11-30
1350,442,Closed,Low,Power,114,2026-06-06
1351,1095,Blocked,Critical,Power,113,2025-07-23
1352,1110,In Progress,Medium,Hydraulics,60,2025-10-08
1353,687,Closed,Low,Hydraulics,19,2025-07-19
1354,1075,In Progress,High,Comms,48,2026-05-20
1355,1128,Blocked,High,Power,41,2025-10-24
1356,231,Open,Medium,Software,54,2026-03-25
1357,50,Blocked,Medium,Software,111,2025-07-26
1358,339,Closed,Medium,Hull,70,2025-11-02
1359,1149,Closed,Medium,Hydraulics,51,2025-08-12
1360,1153,In Progress,Medium,Hydraulics,69,2025-07-12
1361,35,Blocked,Low,Comms,31,2025-09-13
1362,843,Closed,High,Power,67,2025-09-24
1363,638,Closed,Critical,Power,67,2026-01-03
1364,883,Blocked,Critical,Avionics,51,2025-07-28
1365,473,Open,Critical,Hydraulics,5,2026-01-02
1366,820,Open,Medium,Hull,43,2026-05-02
1367,707,Closed,Medium,Hull,52,2026-05-18
1368,77,Blocked,Low,Power,66,2025-10-18
1369,619,Open,Low,Avionics,96,2026-01-13
1370,552,Open,High,Power,57,2025-07-10
1371,366,Blocked,Low,Comms,28,2025-08-29
1372,777,Open,Low,Hull,69,2026-01-22
1373,781,Open,Low,Power,50,2026-05-04
1374,64,Closed,Medium,Avionics,12,2025-10-27
1375,1058,Closed,Medium,Comms,96,2025-10-29
1376,46,Blocked,High,Power,91,2025-11-24
1377,553,Blocked,Critical,Power,23,2026-03-14
1378,816,Closed,Medium,Software,97,2026-03-18
1379,524,Closed,Medium,Hull,12,2026-03-21
1380,547,In Progress,Low,Power,113,2025-07-31
1381,559,Blocked,High,Power,109,2026-04-05
1382,1161,Closed,High,Hull,4,2025-07-10
1383,19,Open,Medium,Avionics,12,2026-02-11
1384,848,In Progress,Medium,Hull,100,2026-01-23
1385,307,Closed,Medium,Software,61,2026-04-15
1386,547,Open,Medium,Comms,110,2025-07-09
1387,912,Closed,Medium,Software,30,2026-02-07
1388,1096,Open,High,Software,42,2026-04-25
1389,924,In Progress,Low,Power,4,2025-10-02
1390,1175,Closed,Low,Comms,118,2025-06-22
1391,739,Open,Low,Avionics,25,2025-08-06
1392,844,Open,High,Hydraulics,36,2025-12-12
1393,1081,Blocked,High,Hydraulics,112,2025-08-06
1394,971,Open,Critical,Avionics,89,2025-06-22
1395,861,Closed,Medium,Software,43,2025-10-31
1396,1181,Open,High,Power,104,2025-11-08
1397,372,Blocked,High,Power,79,2025-09-30
1398,793,Blocked,Critical,Power,18,2025-11-26
1399,174,Blocked,Critical,Hull,17,2025-11-14
1400,973,In Progress,High,Software,1,2025-08-24
1401,25,Closed,Low,Comms,114,2025-06-20
1402,137,In Progress,Critical,Power,40,2026-02-03
1403,945,Blocked,High,Software,24,2025-08-19
1404,480,Open,High,Hull,92,2026-04-28
1405,436,In Progress,Medium,Hull,36,2026-05-23
1406,1054,Open,Critical,Comms,88,2026-05-01
1407,95,Open,Low,Hull,2,2026-04-08
1408,953,In Progress,Low,Comms,92,2025-11-16
1409,582,Closed,High,Hull,10,2025-09-07
1410,491,Blocked,Low,Software,39,2026-02-06
1411,1146,Open,High,Comms,118,2025-07-19
1412,591,In Progress,Medium,Power,92,2025-09-14
1413,719,In Progress,Medium,Comms,28,2026-03-16
1414,990,Closed,Medium,Comms,46,2025-12-01
1415,831,Open,Critical,Comms,27,2025-09-08
1416,99,Closed,Medium,Power,49,2026-01-20
1417,561,Closed,Critical,Avionics,106,2026-04-28
1418,170,In Progress,High,Comms,94,2026-05-04
1419,133,Open,Critical,Comms,114,2025-12-07
1420,1069,Open,High,Comms,120,2025-07-15
1421,5,Open,Critical,Avionics,54,2025-07-26
1422,245,Blocked,Low,Hull,33,2026-04-23
1423,522,Open,Critical,Avionics,75,2026-06-04
1424,1034,Open,Medium,Software,59,2025-11-21
1425,744,In Progress,High,Comms,99,2026-05-09
1426,619,In Progress,Critical,Comms,105,2025-08-04
1427,1058,In Progress,High,Hydraulics,64,2025-09-05
1428,989,Closed,High,Hull,1,2026-04-02
1429,116,Open,Critical,Comms,19,2026-02-16
1430,698,In Progress,Medium,Power,120,2026-04-05
1431,195,Open,Medium,Comms,94,2026-03-10
1432,1137,In Progress,Low,Hydraulics,52,2026-05-07
1433,990,Closed,Low,Comms,52,2025-09-27
1434,844,In Progress,Low,Software,56,2025-08-28
1435,739,In Progress,Medium,Software,83,2026-03-11
1436,740,Open,Critical,Hull,40,2026-04-17
1437,825,Open,Medium,Comms,1,2026-03-09
1438,29,Closed,Medium,Avionics,107,2026-05-01
1439,44,Open,Critical,Hydraulics,63,2025-07-10
1440,1066,Closed,Low,Comms,91,2025-12-15
1441,891,In Progress,Medium,Avionics,64,2026-03-02
1442,72,Blocked,Medium,Software,35,2025-08-05
1443,317,Closed,Critical,Comms,39,2025-12-31
1444,1108,Closed,Critical,Comms,23,2026-01-20
1445,840,Open,High,Hull,103,2025-10-09
1446,587,Blocked,High,Hull,41,2025-10-08
1447,905,Closed,Medium,Hull,51,2025-07-05
1448,739,Open,High,Software,66,2025-12-28
1449,329,Closed,Low,Software,35,2026-02-11
1450,1021,Blocked,Critical,Avionics,110,2025-09-19
1451,83,Blocked,Medium,Power,98,2026-01-06
1452,272,Open,Medium,Hydraulics,56,2026-01-16
1453,368,In Progress,Critical,Avionics,28,2025-12-12
1454,257,Blocked,Critical,Power,22,2025-10-17
1455,761,In Progress,Critical,Hydraulics,2,2026-04-03
1456,68,Blocked,Critical,Avionics,94,2026-05-29
1457,781,Blocked,Medium,Avionics,56,2025-12-10
1458,1055,In Progress,High,Comms,20,2026-04-13
1459,557,Closed,Critical,Comms,62,2026-02-09
1460,754,In Progress,Low,Power,91,2025-10-16
1461,1143,Closed,Medium,Comms,74,2026-01-24
1462,51,Blocked,Low,Hydraulics,52,2026-05-16
1463,836,In Progress,Medium,Hydraulics,64,2026-01-05
1464,890,In Progress,Medium,Power,17,2026-01-18
1465,307,Closed,High,Hydraulics,99,2025-08-21
1466,1065,Closed,Medium,Hydraulics,115,2026-05-20
1467,449,In Progress,Critical,Hydraulics,44,2025-09-30
1468,1188,Open,Medium,Avionics,30,2025-10-20
1469,470,Open,Critical,Avionics,70,2025-10-02
1470,1197,In Progress,High,Comms,27,2026-03-09
1471,515,In Progress,Low,Comms,58,2026-05-25
1472,23,In Progress,High,Hydraulics,30,2025-08-11
1473,403,In Progress,Low,Software,36,2025-06-24
1474,752,Open,Critical,Hydraulics,47,2025-07-28
1475,998,Blocked,Low,Hull,29,2026-02-04
1476,901,Blocked,Low,Comms,87,2026-01-26
1477,233,Closed,Critical,Software,85,2025-07-30
1478,790,Closed,Low,Power,48,2026-03-21
1479,731,Blocked,High,Comms,107,2026-04-18
1480,296,Blocked,Low,Hull,86,2025-11-26
1481,1105,Closed,Medium,Software,86,2025-10-12
1482,323,Blocked,Critical,Avionics,42,2025-09-27
1483,423,Closed,Medium,Hydraulics,83,2025-09-01
1484,878,In Progress,High,Power,93,2026-03-13
1485,272,Open,Medium,Hydraulics,78,2026-02-08
1486,936,In Progress,Critical,Comms,28,2026-03-07
1487,165,Open,High,Hydraulics,22,2025-11-24
1488,194,Closed,High,Power,103,2026-01-29
1489,744,Open,Low,Hydraulics,43,2025-11-02
1490,24,Closed,Critical,Hull,113,2026-05-23
1491,1074,Open,Critical,Hull,83,2026-06-08
1492,938,Blocked,Medium,Hull,54,2025-11-21
1493,965,Blocked,Low,Software,74,2025-08-20
1494,1090,In Progress,Critical,Hydraulics,72,2026-03-30
1495,1196,Open,High,Comms,1,2025-09-11
1496,474,In Progress,High,Power,19,2025-10-18
1497,962,In Progress,Critical,Hydraulics,14,2025-09-13
1498,667,Closed,High,Hydraulics,117,2026-05-22
1499,905,In Progress,High,Software,87,2026-04-17
1500,850,Blocked,Medium,Software,44,2025-06-28
1501,592,In Progress,Low,Software,73,2026-02-17
1502,713,Blocked,High,Hull,47,2026-05-09
1503,892,In Progress,High,Avionics,61,2026-02-10
1504,120,In Progress,Critical,Avionics,7,2026-03-13
1505,307,Open,Low,Comms,19,2026-05-26
1506,958,Closed,Medium,Comms,49,2026-01-20
1507,454,Blocked,Medium,Comms,50,2026-04-27
1508,945,In Progress,Medium,Hydraulics,94,2025-08-22
1509,419,Closed,High,Power,73,2026-02-05
1510,438,Closed,Low,Comms,51,2025-11-10
1511,11,Open,Low,Avionics,78,2025-08-31
1512,22,Closed,High,Hull,93,2026-04-20
1513,47,In Progress,Critical,Comms,20,2025-12-11
1514,847,Blocked,High,Hull,100,2026-03-16
1515,1143,Closed,Medium,Software,46,2025-07-25
1516,744,Open,High,Hull,56,2026-04-11
1517,120,In Progress,Low,Hull,13,2025-08-13
1518,850,Blocked,High,Comms,72,2025-10-27
1519,221,Blocked,Low,Power,97,2026-03-06
1520,1006,Blocked,Medium,Hull,56,2025-12-12
1521,1177,Blocked,High,Hull,102,2025-06-28
1522,438,Closed,Medium,Software,113,2025-09-05
1523,117,In Progress,High,Software,74,2025-07-21
1524,62,Closed,High,Hull,45,2026-04-10
1525,180,Closed,Medium,Software,103,2025-07-09
1526,621,Closed,Critical,Avionics,76,2025-10-23
1527,1083,Closed,Medium,Power,32,2025-12-13
1528,541,Open,High,Software,105,2026-02-15
1529,826,In Progress,High,Software,6,2025-10-28
1530,810,Blocked,Medium,Avionics,20,2025-08-27
1531,491,Closed,Low,Power,51,2025-08-07
1532,339,In Progress,High,Power,100,2025-10-02
1533,476,Blocked,High,Software,52,2026-01-08
1534,676,Open,Medium,Hydraulics,105,2025-08-20
1535,210,Closed,High,Avionics,106,2025-10-17
1536,482,Open,Critical,Avionics,67,2025-10-19
1537,1119,In Progress,Low,Power,112,2026-01-14
1538,636,Blocked,Critical,Hull,55,2025-10-08
1539,2,Open,High,Hydraulics,62,2026-01-04
1540,825,Closed,High,Power,59,2026-05-06
1541,882,Open,Low,Hull,11,2025-12-07
1542,382,Open,Medium,Power,6,2025-12-01
1543,487,Blocked,Critical,Power,71,2025-07-11
1544,838,Open,Low,Avionics,101,2025-10-13
1545,620,Blocked,Low,Software,78,2026-02-21
1546,454,In Progress,Medium,Power,17,2026-01-25
1547,1114,Closed,Critical,Avionics,13,2025-10-22
1548,458,Blocked,High,Comms,1,2026-02-26
1549,54,Blocked,Medium,Hull,25,2025-12-21
1550,1063,Open,Low,Avionics,9,2026-01-16
1551,378,Blocked,High,Hull,13,2026-05-16
1552,1110,Blocked,Low,Software,8,2026-05-16
1553,789,Blocked,Low,Software,73,2026-03-29
1554,1185,In Progress,Low,Hull,81,2025-09-26
1555,766,Blocked,Low,Power,16,2026-05-10
1556,1179,In Progress,Low,Software,53,2026-03-27
1557,1091,Open,Critical,Software,56,2025-08-19
1558,1009,Closed,Low,Avionics,69,2025-11-22
1559,24,In Progress,High,Software,109,2026-03-07
1560,418,Blocked,Medium,Avionics,63,2025-12-10
1561,208,Open,Critical,Hydraulics,76,2026-01-25
1562,451,In Progress,Medium,Avionics,98,2026-03-30
1563,399,Blocked,High,Hydraulics,18,2025-08-28
1564,87,Open,High,Comms,7,2026-03-28
1565,437,Open,Critical,Hull,64,2026-04-25
1566,744,Closed,High,Hydraulics,92,2025-11-21
1567,920,Open,High,Hull,52,2026-03-24
1568,218,In Progress,Low,Hull,101,2025-06-17
1569,269,In Progress,Low,Avionics,50,2026-01-21
1570,759,Closed,Low,Power,63,2025-08-07
1571,192,Open,Medium,Avionics,71,2026-01-03
1572,884,Open,Low,Software,11,2026-02-13
1573,249,In Progress,Medium,Comms,79,2026-02-13
1574,454,Open,Medium,Hydraulics,42,2026-02-28
1575,732,In Progress,Critical,Avionics,55,2026-01-06
1576,309,Open,Medium,Power,105,2025-08-11
1577,699,Open,Critical,Avionics,113,2026-02-25
1578,1194,Open,Critical,Software,98,2025-12-09
1579,829,Blocked,Low,Power,4,2025-07-24
1580,705,Open,Medium,Avionics,19,2025-09-06
1581,101,Closed,Medium,Avionics,67,2026-02-11
1582,251,Blocked,Critical,Avionics,89,2026-04-01
1583,1141,Blocked,Low,Power,96,2025-07-04
1584,834,Open,Low,Comms,79,2026-01-18
1585,1024,Blocked,Low,Avionics,103,2026-04-27
1586,1131,Blocked,Medium,Hull,73,2026-03-17
1587,667,Blocked,High,Software,113,2025-10-24
1588,722,Closed,Low,Avionics,76,2026-04-14
1589,681,Closed,Low,Hydraulics,89,2025-11-01
1590,936,Blocked,High,Hull,56,2026-01-19
1591,1142,Blocked,Medium,Software,84,2026-02-21
1592,84,Blocked,Critical,Hydraulics,78,2026-02-06
1593,562,Blocked,Low,Hydraulics,86,2026-06-15
1594,33,Blocked,High,Hull,120,2026-01-02
1595,908,In Progress,Critical,Power,109,2026-06-04
1596,391,Closed,High,Hull,97,2026-03-13
1597,800,Blocked,Low,Hydraulics,6,2025-12-23
1598,197,Blocked,Critical,Hull,18,2026-01-09
1599,1075,Open,Critical,Hull,38,2025-09-25
1600,769,Open,High,Hydraulics,101,2025-07-15
1601,794,Closed,Medium,Hull,11,2025-09-29
1602,248,Closed,Critical,Hydraulics,99,2026-01-11
1603,1107,Closed,Critical,Avionics,99,2025-08-30
1604,389,In Progress,High,Power,104,2026-03-23
1605,820,Closed,Critical,Comms,6,2025-07-17
1606,256,Blocked,Critical,Hull,21,2025-10-11
1607,1020,Blocked,Critical,Avionics,21,2026-03-20
1608,129,Closed,High,Hydraulics,27,2026-03-02
1609,178,Blocked,Medium,Hydraulics,36,2025-10-10
1610,368,Blocked,Medium,Hydraulics,44,2026-06-03
1611,800,Open,Low,Software,42,2025-08-18
1612,1071,Closed,High,Avionics,58,2026-03-17
1613,369,Blocked,Low,Avionics,44,2025-08-01
1614,308,Blocked,Low,Comms,115,2025-12-23
1615,467,In Progress,High,Avionics,25,2025-11-07
1616,244,Blocked,High,Hull,3,2026-02-25
1617,675,Blocked,Medium,Comms,20,2026-03-30
1618,497,In Progress,Medium,Comms,92,2026-03-05
1619,254,Open,Low,Hydraulics,118,2026-03-17
1620,1186,Blocked,High,Comms,29,2025-11-13
1621,224,Open,High,Power,111,2025-08-17
1622,64,In Progress,Critical,Power,89,2026-02-21
1623,404,Closed,Critical,Software,98,2026-03-13
1624,1115,Blocked,Medium,Avionics,97,2026-01-03
1625,305,Open,Low,Hull,120,2026-04-29
1626,1088,In Progress,Medium,Avionics,28,2025-08-08
1627,1008,Open,Low,Comms,2,2026-02-12
1628,88,In Progress,Critical,Power,21,2025-11-20
1629,837,Closed,High,Software,99,2025-10-24
1630,892,Blocked,Medium,Power,65,2025-07-21
1631,970,Blocked,Critical,Power,111,2026-02-25
1632,262,In Progress,Critical,Comms,39,2025-07-09
1633,1029,In Progress,Medium,Comms,97,2025-11-24
1634,1012,Blocked,Medium,Power,38,2026-04-09
1635,381,Blocked,Medium,Hydraulics,42,2026-04-04
1636,240,Closed,Low,Software,87,2025-12-22
1637,1141,Open,Medium,Power,6,2025-11-23
1638,512,Blocked,High,Power,30,2026-02-08
1639,1135,Closed,Medium,Hydraulics,1,2025-10-01
1640,537,Closed,Critical,Hull,56,2025-09-30
1641,778,Open,Critical,Software,17,2025-10-12
1642,1107,Blocked,Critical,Power,91,2025-09-23
1643,1026,Open,Critical,Comms,86,2026-05-20
1644,265,Closed,Low,Power,27,2025-08-28
1645,148,Closed,Medium,Software,47,2025-06-18
1646,389,Blocked,Low,Comms,18,2026-02-07
1647,812,Open,Medium,Comms,84,2026-03-29
1648,71,Blocked,Critical,Comms,116,2026-04-10
1649,169,Blocked,High,Hydraulics,1,2026-03-22
1650,250,Closed,Low,Avionics,36,2026-06-04
1651,587,In Progress,High,Software,101,2026-03-13
1652,783,Blocked,High,Comms,60,2025-12-05
1653,639,In Progress,High,Hydraulics,9,2025-10-01
1654,981,Open,Low,Comms,109,2026-02-08
1655,743,In Progress,Medium,Hydraulics,114,2025-10-02
1656,567,In Progress,Critical,Software,56,2025-11-17
1657,958,Open,Low,Avionics,97,2026-04-19
1658,94,Blocked,Medium,Hydraulics,38,2026-04-14
1659,618,Blocked,Critical,Comms,92,2025-10-21
1660,1112,Closed,High,Comms,9,2025-07-23
1661,1087,Closed,Low,Software,52,2025-09-01
1662,110,Open,Medium,Power,74,2025-11-10
1663,315,Blocked,Critical,Hydraulics,59,2025-08-29
1664,896,In Progress,Medium,Hull,116,2025-08-19
1665,591,In Progress,Low,Hydraulics,16,2025-10-28
1666,329,In Progress,Medium,Hydraulics,112,2026-04-26
1667,659,Open,High,Hull,2,2026-05-30
1668,594,In Progress,Critical,Comms,16,2025-09-13
1669,640,Closed,Medium,Software,60,2025-11-22
1670,635,Closed,Critical,Comms,110,2025-07-01
1671,1017,Open,High,Hull,3,2025-11-30
1672,453,Closed,Critical,Hull,111,2025-10-23
1673,724,Open,Critical,Avionics,87,2026-02-22
1674,921,In Progress,Critical,Hydraulics,110,2026-04-09
1675,1126,Open,Medium,Hydraulics,101,2025-11-11
1676,1104,Open,Medium,Software,107,2025-07-07
